HS Code,Item Description,Basic Duty (SCH),IGST,10% SWS,Total duty with SWS of 10% on BCD
7403 22 10,Phosphor bronze,5,18,0.5,24.49
7403 22 90,Other,5,18,0.5,24.49
7403 29 00,Other copper alloys (other than master alloys of heading 7405),5,18,0.5,24.49
7404 00 11,Empty or discharged cartridges of all bores and sizes ,2.5,18,0.25,21.245
7404 00 12,"Copper scrap, namely the following: ",2.5,18,0.25,21.245
7404 00 19,Other,2.5,18,0.25,21.245
7404 00 21,"Empty or discharged cartridges of all bores and sizes, including the following: clean fired 70/30 brass shells free of bullets, iron and any other foreign material covered by ISRI code word ‘Lake’; clean muffled (popped) 70/30 brass shells free of bullets, iron and any other foreign material covered by ISRI code word ‘Lamb’",2.5,18,0.25,21.245
7404 00 22,"Brass scrap, namely the following: ",2.5,18,0.25,21.245
7404 00 24,"Bronze scrap, including the following: manganese bronze solids covered ISRI code word ‘Parch’; High lead bronze solids and borings covered by ISRI code word ‘Elias’",2.5,18,0.25,21.245
7404 00 25,"Copper nickel scrap, including the following: 
new cupro nickel clips and solids covered by ISRI code word ‘Dandy’; cupro nickel solids covered by ISRI code word ‘Daunt’; soldered cupro-nickel solids covered by ISRI code word ‘Delta’; cupro nickel spinnings, turnings, borings covered by ISRI code word ‘Decoy’;",2.5,18,0.25,21.245
7404 00 29,Other,2.5,18,0.25,21.245
7405 00 00,MASTER ALLOYS OF COPPER,5,18,0.5,24.49
7406 10 00,Powders of non-lamellar structure,5,18,0.5,24.49
7406 20 00,Powders of lamellar structure; flakes,5,18,0.5,24.49
7407 10 10,Electrolytic copper rods or black copper rods,5,18,0.5,24.49
7407 10 20,Other copper rods,5,18,0.5,24.49
7407 10 30,Copper bars (excluding hollow bars),5,18,0.5,24.49
7407 10 40,Hollow bars of copper,5,18,0.5,24.49
7407 10 51,Hollow profiles,5,18,0.5,24.49
7407 10 59,Other,5,18,0.5,24.49
7407 10 90,Other,5,18,0.5,24.49
7407 21 10,Bars,5,18,0.5,24.49
7407 21 20,Rods,5,18,0.5,24.49
7407 21 30,Hollow bars,5,18,0.5,24.49
7407 21 90,Other,5,18,0.5,24.49
7407 29 10,Rods of bronze and similar alloys,5,18,0.5,24.49
7407 29 21,Hollow,5,18,0.5,24.49
7407 29 29,Other,5,18,0.5,24.49
7407 29 90,Other,5,18,0.5,24.49
7408 11 10,Copper weld wire,5,18,0.5,24.49
7408 11 90,Other,5,18,0.5,24.49
7408 19 10,Copper weld wire,5,18,0.5,24.49
7408 19 20,Welding wire,5,18,0.5,24.49
7408 19 90,Other,5,18,0.5,24.49
7408 21 10,Of which the maximum cross-sectional dimension exceeds 6 mm,5,18,0.5,24.49
7408 21 90,Other,5,18,0.5,24.49
7408 22 10,Silver plated flattened wire of copper (lametta),5,18,0.5,24.49
7408 22 20,Other of which the maximum cross-sectional dimension exceeds 6 mm,5,18,0.5,24.49
7408 22 90,Other,5,18,0.5,24.49
7408 29 10,Wire of bronze and similar alloys,5,18,0.5,24.49
7408 29 90,Other,5,18,0.5,24.49
7409 11 00,In coils,5,18,0.5,24.49
7409 19 00,Other,5,18,0.5,24.49
7409 21 00,In coils,5,18,0.5,24.49
7409 29 00,Other,5,18,0.5,24.49
7409 31 00,In coils,5,18,0.5,24.49
7409 39 00,Other,5,18,0.5,24.49
7409 40 00,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),5,18,0.5,24.49
7409 90 00,Of other copper alloys,5,18,0.5,24.49
7410 11 00,Of refined copper,5,18,0.5,24.49
7410 12 00,Of copper alloys,5,18,0.5,24.49
7410 21 00,Of refined copper,5,18,0.5,24.49
7410 22 00,Of copper alloys,5,18,0.5,24.49
7411 10 00,Of refined copper,7.5,18,0.75,27.735
7411 21 00,Of copper-zinc base alloys (brass),7.5,18,0.75,27.735
7411 22 00,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),7.5,18,0.75,27.735
7411 29 00,Other,7.5,18,0.75,27.735
7412 10 00,Of refined copper,7.5,18,0.75,27.735
7412 20 11,Tube-well strainer,7.5,18,0.75,27.735
7412 20 12,Hose connectors,7.5,18,0.75,27.735
7412 20 19,Other,7.5,18,0.75,27.735
7412 20 90,Fittings of bronze or other alloys of copper,7.5,18,0.75,27.735
7413 00 00,"STRANDED WIRE, CABLES, PLATED BANDS AND THE LIKE, OF COPPER, NOT ELECTRICALLY INSULATED",10,18,1,30.98
7415 10 00,"Nails and tacks, drawing pins, staples and similar articles",10,18,1,30.98
7415 21 00,Washers (including spring washers),10,18,1,30.98
7415 29 00,Other,10,18,1,30.98
7415 33 10,Screws for wood,10,18,1,30.98
7415 33 90,Other,10,18,1,30.98
7415 39 10,Rivets (excluding tubular or bifurcated),10,18,1,30.98
7415 39 90,Other,10,18,1,30.98
7418 10 10,"Pot scourers and scouring or polishing pads, gloves and the like",20,12,2,36.64
7418 10 21,Of brass,20,12,2,36.64
7418 10 22,Of copper,20,12,2,36.64
7418 10 23,Of other copper alloys,20,12,2,36.64
7418 10 24,E.P.N.S. ware,20,12,2,36.64
7418 10 31,Of E.P.N.S,20,12,2,36.64
7418 10 39,Other,20,12,2,36.64
7418 10 90,Parts,20,18,2,43.96
7418 20 10,Sanitary ware,10,18,1,30.98
7418 20 20,Parts of sanitary ware,10,18,1,30.98
7419 20 00,"Cast, moulded, stamped or forged, but not further worked",10,18,1,30.98
7419 80 10,"Reservoirs, tanks, vats and similar containers",10,18,1,30.98
7419 80 20,Articles of copper alloys electro-plated with nickel-silver,10,18,1,30.98
7419 80 30,Articles of brass,10,12,1,24.32
7419 80 40,Copper worked articles,10,18,1,30.98
7419 80 50,Copper chain,10,18,1,30.98
7419 80 90,Other articles of copper,10,18,1,30.98
7419 80 30,"Brass Kerosene Pressure Stove
[SNo 185A in Sch II of Ntfn 01-IGST/28.06.2017]",,12,,
7501 10 00,Nickel mattes,0,18,0,18.0
7501 20 00,Nickel oxide sinters and other intermediate products of nickel metallurgy,0,18,0,18.0
7502 10 00,"Nickel, not alloyed",0,18,0,18.0
7502 20 10,Cupro-nickel containing more than 40% by weight of nickel,0,18,0,18.0
7502 20 20,Monel metal including 'K' monel,0,18,0,18.0
7502 20 30,Nickel alloys containing more than 40% by weight of nickel,0,18,0,18.0
7502 20 40,Nickel alloys containing more than 10 % but not more than 40 % by weight of nickel,0,18,0,18.0
7502 20 90,Other,0,18,0,18.0
7503 00 10,"Nickel scrap, namely the following",0,18,0,18.0
7503 00 90,Other,0,18,0,18.0
7504 00 00,NICKEL POWDERS AND FLAKES,0,18,0,18.0
7505 11 10,Hollow bars,0,18,0,18.0
7505 11 20,Other bars; rods and profiles,0,18,0,18.0
7505 12 10,Hollow bars,0,18,0,18.0
7505 12 20,Other bars; rods and profiles,0,18,0,18.0
7505 21 00,"Of nickel, not alloyed",0,18,0,18.0
7505 22 00,Of nickel alloys,0,18,0,18.0
7506 10 00,"Of nickel, not alloyed",0,18,0,18.0
7506 20 00,Of nickel alloys,0,18,0,18.0
7507 11 00,"Of nickel, not alloyed",0,18,0,18.0
7507 12 00,Of nickel alloys,0,18,0,18.0
7507 20 00,Tube or pipe fittings,0,18,0,18.0
7508 10 00,"Cloth, grill and netting, of nickel wire",0,18,0,18.0
7508 90 10,Electroplating anodes of nickel,0,18,0,18.0
7508 90 20,Blanks ordinarily used for manufacturing tubes and pipes of nickel,0,18,0,18.0
7508 90 30,Nickel screen,0,18,0,18.0
7508 90 90,Other articles of nickel and nickel alloy,0,18,0,18.0
7601 10 10,Ingots,7.5,18,0.75,27.735
7601 10 20,Billets,7.5,18,0.75,27.735
7601 10 30,Wire bars,7.5,18,0.75,27.735
7601 10 40,Wire rods,7.5,18,0.75,27.735
7601 10 90,Other,7.5,18,0.75,27.735
7601 20 10,Ingots,7.5,18,0.75,27.735
7601 20 20,Billets,7.5,18,0.75,27.735
7601 20 30,Wire bars,7.5,18,0.75,27.735
7601 20 40,Wire rods,7.5,18,0.75,27.735
7601 20 90,Other,7.5,18,0.75,27.735
7602 00 10,"Aluminium scrap, namely the following:",2.5,18,0.25,21.245
7602 00 90,Other waste and scrap,2.5,18,0.25,21.245
7603 10 10,Aluminium powder for thermit process,7.5,18,0.75,27.735
7603 10 90,Other,7.5,18,0.75,27.735
7603 20 00,Powders of lamellar structure; flakes,7.5,18,0.75,27.735
7604 10 10,Wire rods,7.5,18,0.75,27.735
7604 10 20,"Bars and rods, other than wire rods",7.5,18,0.75,27.735
7604 10 31,Hollow,7.5,18,0.75,27.735
7604 10 39,Other,7.5,18,0.75,27.735
7604 21 00,Hollow profiles,7.5,18,0.75,27.735
7604 29 10,Hard drawn bare aluminium conductors steel re-inforced (A.C.S.R.),7.5,18,0.75,27.735
7604 29 20,Wire rods,7.5,18,0.75,27.735
7604 29 30,"Bars and rods, other than wire rods",7.5,18,0.75,27.735
7604 29 90,Other,7.5,18,0.75,27.735
7605 11 00,Of which the maximum cross-sectional dimension exceeds 7 mm,7.5,18,0.75,27.735
7605 19 10,Of which the maximum cross-sectional dimension exceeds 6 mm but does not exceed 7 mm,7.5,18,0.75,27.735
7605 19 91,Hard drawn bare-solid,7.5,18,0.75,27.735
7605 19 99,Other,7.5,18,0.75,27.735
7605 21 00,Of which the maximum cross-sectional dimension exceeds 7 mm,7.5,18,0.75,27.735
7605 29 10,Of which the maximum cross-sectional dimension exceeds 6 mm but does not exceed 7 mm,7.5,18,0.75,27.735
7605 29 90,Other,7.5,18,0.75,27.735
7606 11 10,Electrolytic plates or sheets,7.5,18,0.75,27.735
7606 11 90,Other,7.5,18,0.75,27.735
7606 12 00,Of aluminium alloys,7.5,18,0.75,27.735
7606 91 10,Circles,7.5,18,0.75,27.735
7606 91 20,Electrolytic plates or sheets,7.5,18,0.75,27.735
7606 91 90,Other,7.5,18,0.75,27.735
7606 92 10,Circles,7.5,18,0.75,27.735
7606 92 90,Other,7.5,18,0.75,27.735
7607 11 10,Ordinarily used for tea chest lining,7.5,18,0.75,27.735
7607 11 90,Other,7.5,18,0.75,27.735
7607 19 10,Ordinarily used for tea chest lining,7.5,18,0.75,27.735
7607 19 91,Plain,7.5,18,0.75,27.735
7607 19 92,Embossed,7.5,18,0.75,27.735
7607 19 93,Perforated or cut-to-shape,7.5,18,0.75,27.735
7607 19 94,Coated,7.5,18,0.75,27.735
7607 19 95,Printed,7.5,18,0.75,27.735
7607 19 99,Other,7.5,18,0.75,27.735
7607 20 10,Ordinarily used for tea chest lining,7.5,18,0.75,27.735
7607 20 90,Other,7.5,18,0.75,27.735
7608 10 00,"Of aluminium, not alloyed",10,18,1,30.98
7608 20 00,Of aluminium alloys,10,18,1,30.98
7609 00 00,"ALUMINIUM TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)",10,18,1,30.98
7610 10 00,"Doors, windows and their frames and thresholds for doors",10,18,1,30.98
7610 90 10,Structures,10,18,1,30.98
7610 90 20,"Parts of structures, not elsewhere specified",10,18,1,30.98
7610 90 30,"Aluminium plates, rods, profiles, tubes and the like, prepared for use in structure",10,18,1,30.98
7610 90 90,Other,10,18,1,30.98
7611 00 00,"ALUMINIUM RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COM-PRESSED OR LIQUEFIED GAS), OF A CAPACITY EXCEEDING 300 L, WHE-THER OR NOT LINED OR HEAT-INSULA-TED, BUT NOT FITTED WITH MECHANI-CAL OR THERMAL EQUIPMENT",10,18,1,30.98
7612 10 10,Plain,10,18,1,30.98
7612 10 20,Lacquered,10,18,1,30.98
7612 10 30,Printed,10,18,1,30.98
7612 10 90,Other,10,18,1,30.98
7612 90 10,Plain,10,18,1,30.98
7612 90 20,Lacquered,10,18,1,30.98
7612 90 30,Printed,10,18,1,30.98
7612 90 90,Other,10,18,1,30.98
7613 00 11,Plain,10,18,1,30.98
7613 00 12,Lacquered,10,18,1,30.98
7613 00 13,Printed,10,18,1,30.98
7613 00 19,Other,10,18,1,30.98
7613 00 21,Plain,10,18,1,30.98
7613 00 22,Lacquered,10,18,1,30.98
7613 00 23,Printed,10,18,1,30.98
7613 00 29,Other,10,18,1,30.98
7613 00 91,Plain,10,18,1,30.98
7613 00 92,Lacquered,10,18,1,30.98
7613 00 93,Printed,10,18,1,30.98
7613 00 99,Other,10,18,1,30.98
7614 10 00,With steel core,10,18,1,30.98
7614 90 00,Other,10,18,1,30.98
7615 10 11,Pressure cookers ,20,12,2,36.64
7615 10 12,Solar collectors ,20,12,2,36.64
7615 10 21,Non-stick ,20,12,2,36.64
7615 10 29,Other ,20,12,2,36.64
7615 10 30,"Other table, kitchen or household articles",20,12,2,36.64
7615 10 40,Pot scourers and scouring or polishing pads gloves and the like,20,12,2,36.64
7615 10 90,Parts ,20,18,2,43.96
7615 20 10,Sanitary ware of aluminium and aluminium alloys for indoor use,10,18,1,30.98
7615 20 20,Parts ,10,18,1,30.98
7615 20 90,Other ,10,18,1,30.98
7616 10 00,"Nails, tacks, staples (other than those of heading 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",10,18,1,30.98
7616 91 00,"Cloth, grill, netting and fencing, of aluminium wire",10,18,1,30.98
7616 99 10,Expanded metal of aluminium and aluminium alloys,10,18,1,30.98
7616 99 20,Chains,10,18,1,30.98
7616 99 30,Bobbins,10,18,1,30.98
7616 99 90,Other,10,18,1,30.98
7801 10 00,Refined lead,5,18,0.5,24.49
7801 91 00,Containing by weight antimony as the principal other element,5,18,0.5,24.49
7801 99 10,Pig lead,5,18,0.5,24.49
7801 99 20,Unrefined lead,5,18,0.5,24.49
7801 99 30,Unrefined lead alloys,5,18,0.5,24.49
7801 99 90,Other,5,18,0.5,24.49
7802 00 10,"Lead scrap, namely the following:",5,18,0.5,24.49
7802 00 90,Other,5,18,0.5,24.49
7804 11 10,Sheets and strip,5,18,0.5,24.49
7804 11 20,Foil,5,18,0.5,24.49
7804 19 10,Plates,5,18,0.5,24.49
7804 19 90,Other,5,18,0.5,24.49
7804 20 00,Powders and flakes,5,18,0.5,24.49
7806 00 10,Sanitary fixtures,10,18,1,30.98
7806 00 20,Indian lead seals,10,18,1,30.98
7806 00 30,Blanks,10,18,1,30.98
7806 00 90,Other,10,18,1,30.98
7901 11 00,Containing by weight 99.99% or more of zinc,5,18,0.5,24.49
7901 12 00,Containing by weight less than 99.99% of zinc,5,18,0.5,24.49
7901 20 10,Mozak or alloys of zinc and aluminium containing not less than 94% by weight of zinc,7.5,18,0.75,27.735
7901 20 90,Other,7.5,18,0.75,27.735
7902 00 10,"Zinc scrap, namely the following:",5,18,0.5,24.49
7902 00 90,Other,5,18,0.5,24.49
7903 10 00,Zinc dust,5,18,0.5,24.49
7903 90 00,Other,5,18,0.5,24.49
7904 00 11,Hollow bars,5,18,0.5,24.49
7904 00 12,"Rods, including wire rods",5,18,0.5,24.49
7904 00 19,Other,5,18,0.5,24.49
7904 00 21,Hollow,5,18,0.5,24.49
7904 00 22,"Angles, shapes and sections",5,18,0.5,24.49
7904 00 29,Other,5,18,0.5,24.49
7904 00 30,Wire,5,18,0.5,24.49
7905 00 10,Calots,5,18,0.5,24.49
7905 00 20,Plates,5,18,0.5,24.49
7905 00 30,"Sheets, strip and circles",5,18,0.5,24.49
7905 00 40,Foil,5,18,0.5,24.49
7907 00 10,Sanitary fixtures,10,18,1,30.98
7907 00 90,Other,10,18,1,30.98
8001 10 10,Blocks,5,18,0.5,24.49
8001 10 90,"Ingots, pigs, slabs and other primary forms of tin",5,18,0.5,24.49
8001 20 00,Tin alloys,5,18,0.5,24.49
8002 00 10,"Tin scrap, namely the following:",5,18,0.5,24.49
8002 00 90,Other,5,18,0.5,24.49
8003 00 10,Hollow bars,5,18,0.5,24.49
8003 00 20,"Bars, other than hollow bars; rods",5,18,0.5,24.49
8003 00 30,Profiles,5,18,0.5,24.49
8003 00 40,Wire,5,18,0.5,24.49
8007 00 10,Blanks,10,18,1,30.98
8007 00 90,Other,10,18,1,30.98
8101 10 00,Powders,5,18,0.5,24.49
8101 94 00,"Unwrought tungsten, including bars and rods obtained simply by sintering",5,18,0.5,24.49
8101 96 00,Wire,5,18,0.5,24.49
8101 97 00,Waste and scrap,5,18,0.5,24.49
8101 99 10,Tungsten filament,10,18,1,30.98
8101 99 90,Other,10,18,1,30.98
8102 10 00,Powders,5,18,0.5,24.49
8102 94 00,"Unwrought molybdenum, including bars and rods obtained simply by sintering",5,18,0.5,24.49
8102 95 10,Hollow bars,5,18,0.5,24.49
8102 95 90,Other,5,18,0.5,24.49
8102 96 00,Wire,5,18,0.5,24.49
8102 97 00,Waste and scrap,5,18,0.5,24.49
8102 99 00,Other,10,18,1,30.98
8103 20 10,Hollow bars,5,18,0.5,24.49
8103 20 90,Other,5,18,0.5,24.49
8103 30 00,Waste and scrap,5,18,0.5,24.49
8103 91 00,Crucibles,10,18,1,30.98
8103 99 00,Other,10,18,1,30.98
8104 11 00,Containing at least 99.8% by weight of magnesium,5,18,0.5,24.49
8104 19 00,Other,5,18,0.5,24.49
8104 20 10,"Magnesium scrap, namely the following:",5,18,0.5,24.49
8104 20 90,Other,5,18,0.5,24.49
8104 30 10,"Raspings, turnings and granules, graded according to size",5,18,0.5,24.49
8104 30 20,Powders,5,18,0.5,24.49
8104 90 10,"Other magnesium and magnesium base alloys, wrought",5,18,0.5,24.49
8104 90 20,Flakes,5,18,0.5,24.49
8104 90 30,Wire,5,18,0.5,24.49
8104 90 90,Other,10,18,1,30.98
8105 20 10,Cobalt mattes and other intermediate products of cobalt metallurgy,2.5,18,0.25,21.245
8105 20 20,Cobalt unwrought,5,18,0.5,24.49
8105 20 30,Powders,5,18,0.5,24.49
8105 30 00,Waste and scrap,5,18,0.5,24.49
8105 90 00,Other,10,18,1,30.98
8106 10 10,"Bismuth, unwrought",5,18,0.5,24.49
8106 10 20,Article of bismuth,5,18,0.5,24.49
8106 10 90,Other,10,18,1,30.98
8106 90 10,Waste and scrap of bismuth and bismuth alloys,5,18,0.5,24.49
8106 90 90,Other,10,18,1,30.98
8108 20 00,Unwrought titanium; powders,5,18,0.5,24.49
8108 30 00,Waste and scrap,5,18,0.5,24.49
8108 90 10,"Titanium, wrought",5,18,0.5,24.49
8108 90 90,Other,10,18,1,30.98
8109 21 00,Containing less than 1 part hafnium to 500 parts zirconium by weight,10,18,1,30.98
8109 29 00,Other,10,18,1,30.98
8109 31 00,Containing less than 1 part hafnium to 500 parts zirconium by weight,10,18,1,30.98
8109 39 00,Other,10,18,1,30.98
8109 91 00,Containing less than 1 part hafnium to 500 parts zirconium by weight,10,18,1,30.98
8109 99 00,Other,10,18,1,30.98
8110 10 00,Unwrought antimony; powders,2.5,18,0.25,21.245
8110 20 00,Waste and scrap,2.5,18,0.25,21.245
8110 90 00,Other,10,18,1,30.98
8111 00 10,Unwrought manganese and manganese base alloys,5,18,0.5,24.49
8111 00 20,Waste and scrap of manganese base alloys,5,18,0.5,24.49
8111 00 30,Wrought manganese,5,18,0.5,24.49
8111 00 90,Other,10,18,1,30.98
8112 12 00,Unwrought; powders,5,18,0.5,24.49
8112 13 00,Waste and scrap,5,18,0.5,24.49
8112 19 00,Other,10,18,1,30.98
8112 21 00,Unwrought; powders,5,18,0.5,24.49
8112 22 00,Waste and scrap,5,18,0.5,24.49
8112 29 00,Other,10,18,1,30.98
8112 31 10,Unwrought,10,18,1,30.98
8112 31 20,Waste and scrap,10,18,1,30.98
8112 31 30,Powders,10,18,1,30.98
8112 39 00,Other,10,18,1,30.98
8112 41 10,Unwrought,10,18,1,30.98
8112 41 20,Waste and scrap,10,18,1,30.98
8112 41 30,Powders,10,18,1,30.98
8112 49 00,Other,10,18,1,30.98
8112 51 00,Unwrought; powders,5,18,0.5,24.49
8112 52 00,Waste and scrap,5,18,0.5,24.49
8112 59 00,Other,10,18,1,30.98
8112 61 00,Waste and scrap,5,18,0.5,24.49
8112 69 10,"Cadmium, unwrought; Powders",5,18,0.5,24.49
8112 69 20,"Cadmium, wrought",5,18,0.5,24.49
8112 69 90,Other:,10,18,1,30.98
8112 92 00,Unwrought; waste and scrap; powders,5,18,0.5,24.49
8112 99 00,Other,10,18,1,30.98
8113 00 10,Unwrought cermets,10,18,1,30.98
8113 00 20,Waste and scrap of cermets,10,18,1,30.98
8113 00 30,Articles of cermets,10,18,1,30.98
8113 00 90,Other,10,18,1,30.98
8201 10 00,Spades and shovels,10,0,1,11.0
8201 20 00,Forks [Entry omitted by Finance Act 2011],10,0,0.1,
8201 30 00,"Mattocks, picks, hoes and rakes",10,0,1,11.0
8201 40 00,"Axes, bill hooks and similar hewing tools",10,0,1,11.0
8201 50 00,Secateurs and similar one-handed pruners and shears (including poultry shears),10,0,1,11.0
8201 60 00,"Hedge shears, two-handed pruning shears and similar two-handed shears",10,0,1,11.0
8201 90 00,"Other hand tools of a kind used in agriculture, horticulture or forestry",10,0,1,11.0
8202 10 10,Metal working hand saws,10,18,1,30.98
8202 10 20,Wood working and similar hand saws,10,18,1,30.98
8202 10 90,Other,10,18,1,30.98
8202 20 00,Band saw blades,10,18,1,30.98
8202 31 00,With working part of steel,10,18,1,30.98
8202 39 00,"Other, including parts",10,18,1,30.98
8202 40 00,Chain saw blades,10,18,1,30.98
8202 91 10,Machine operated,10,18,1,30.98
8202 91 20,Hand operated,10,18,1,30.98
8202 99 10,Hacksaw frames,10,18,1,30.98
8202 99 90,Other,10,18,1,30.98
8203 10 00,"Files, rasps and similar tools",10,18,1,30.98
8203 20 00,"Pliers (including cutting pliers), pincers, tweezers and similar tools",10,18,1,30.98
8203 30 00,Metal cutting shears and similar tools,10,18,1,30.98
8203 40 10,Perforating punches and pipe cutters,10,18,1,30.98
8203 40 90,Other,10,18,1,30.98
8204 11 10,Spanners,10,18,1,30.98
8204 11 20,Wrenches,10,18,1,30.98
8204 12 10,Spanners,10,18,1,30.98
8204 12 20,Wrenches,10,18,1,30.98
8204 20 00,"Interchangeable spanner sockets, with or without handles",10,18,1,30.98
8205 10 00,"Drilling, threading or tapping tools",10,18,1,30.98
8205 20 00,Hammers and sledge hammers,10,18,1,30.98
8205 30 00,"Planes, chisels, gouges and similar cutting tools for working wood",10,18,1,30.98
8205 40 00,Screwdrivers,10,18,1,30.98
8205 51 10,Can or cork openers,10,18,1,30.98
8205 51 90,Other,10,18,1,30.98
8205 59 10,Grease guns (excluding compressed air type),10,18,1,30.98
8205 59 20,Metal working hand tools,10,18,1,30.98
8205 59 30,"Hand tools for specified uses, such as watch making tools, goldsmith tools",10,18,1,30.98
8205 59 40,Forks other than those of headings 8201 and 8215,10,18,1,30.98
8205 59 90,Other,10,18,1,30.98
8205 60 00,Blow lamps,10,18,1,30.98
8205 70 00,"Vices, clamps and the like",10,18,1,30.98
8205 90 10,Anvils and portable forges,10,18,1,30.98
8205 90 20,"Grinding wheels with frame, hand or pedal- operated",10,18,1,30.98
8205 90 30,Sets of articles of two or more of the foregoing sub-headings,10,18,1,30.98
8205 90 90,Other,10,18,1,30.98
8206 00 10,Garage tools in sets,10,18,1,30.98
8206 00 90,Other,10,18,1,30.98
8207 13 00,With working part of cermets,10,18,1,30.98
8207 19 00,"Other, including parts",10,18,1,30.98
8207 20 00,Dies for drawing or extruding metal,10,18,1,30.98
8207 30 00,"Tools for pressing, stamping or punching",10,18,1,30.98
8207 40 10,Chasers,10,18,1,30.98
8207 40 90,Other,10,18,1,30.98
8207 50 00,"Tools for drilling, other than for rock drilling",10,18,1,30.98
8207 60 10,Reamers,10,18,1,30.98
8207 60 90,Other,10,18,1,30.98
8207 70 10,Cutters,10,18,1,30.98
8207 70 90,Other,10,18,1,30.98
8207 80 00,Tools for turning,10,18,1,30.98
8207 90 10,For metal working hand tools,10,18,1,30.98
8207 90 20,For wood working hand tools,10,18,1,30.98
8207 90 30,Lathe tools and tool belts,10,18,1,30.98
8207 90 90,Other,10,18,1,30.98
8208 10 00,For metal working,10,18,1,30.98
8208 20 00,For wood working,10,18,1,30.98
8208 30 00,For kitchen appliances or for machines used by the food industry,10,18,1,30.98
8208 40 00,"For agricultural, horticultural or forestry machines",10,18,1,30.98
8208 90 10,Knives and cutting blades for paper cutting machines,10,18,1,30.98
8208 90 20,Bell skiving knives,10,18,1,30.98
8208 90 30,Band knives for splitting machine,10,18,1,30.98
8208 90 40,Cutting and clicking dies,10,18,1,30.98
8208 90 90,Other,10,18,1,30.98
8209 00 10,Tungsten carbide tips,10,18,1,30.98
8209 00 90,Other,10,18,1,30.98
8210 00 00,"HAND-OPERATED MECHANICAL APPLIANCES, WEIGHING 10 KG. OR LESS, USED IN THE PREPARATION, CONDITIONING OR SERVING OF FOOD OR DRINK",10,18,1,30.98
8211 10 00,Sets of assorted articles,10,18,1,30.98
8211 91 00,Table knives having fixed blades,10,18,1,30.98
8211 92 00,Other knives having fixed blades,10,18,1,30.98
8211 93 10,Pocket knives,10,18,1,30.98
8211 93 90,Other,10,18,1,30.98
8211 94 00,Blades,10,18,1,30.98
8211 95 00,Handles of base metal,10,18,1,30.98
8212 10 10,Twin type shaving,10,18,1,30.98
8212 10 90,Other,10,18,1,30.98
8212 20 11,Disposable catridge blades,10,18,1,30.98
8212 20 19,Other,10,18,1,30.98
8212 20 20,"Safety razor blade blanks, in strips",10,18,1,30.98
8212 90 00,Other parts,10,18,1,30.98
8213 00 00,"SCISSORS, TAILORS' SHEARS AND SIMILAR SHEARS, AND BLADES THEREFOR",10,18,1,30.98
8214 10 10,"Paper knives, letter openers, erasing knives, pencil sharpeners",10,18,1,30.98
8214 10 90,Blades,10,18,1,30.98
8214 20 10,Nail cutters,10,18,1,30.98
8214 20 90,Other,10,18,1,30.98
8214 90 10,Handles of cutlery of base metal,10,18,1,30.98
8214 90 90,Other,10,18,1,30.98
8215 10 00,Sets of assorted articles containing at least one article plated with precious metal,10,18,1,30.98
8215 20 00,Other sets of assorted articles,10,18,1,30.98
8215 91 00,Plated with precious metal,10,18,1,30.98
8215 99 00,Other,10,18,1,30.98
"44, 68, 83","Idols of wood, stone [including marble] and metals [other than those made of precious metals]
[SNo 92A in Sch II of Ntfn 01-IGST/28.06.2017]",,12,,
8301 10 00,Padlocks,20,18,2,43.96
8301 20 00,Locks of a kind used for motor vehicles,15,18,1.5,37.47
8301 30 00,Locks of a kind used for furniture,20,18,2,43.96
8301 40 10,Combination locks,20,18,2,43.96
8301 40 90,Other,20,18,2,43.96
8301 50 00,"Clasps and frames with clasps, incorporating locks",20,18,2,43.96
8301 60 00,Parts,20,18,2,43.96
8301 70 00,Keys presented separately,20,18,2,43.96
8302 10 10,Of steel,15,18,1.5,37.47
8302 10 20,Of brass,15,18,1.5,37.47
8302 10 90,Other,15,18,1.5,37.47
8302 20 00,Castors,15,18,1.5,37.47
8302 30 10,Curve drive stakes,15,18,1.5,37.47
8302 30 90,Other,15,18,1.5,37.47
8302 41 10,Fittings for doors and windows,15,18,1.5,37.47
8302 41 20,Tower bolts,15,18,1.5,37.47
8302 41 90,Other,15,18,1.5,37.47
8302 42 00,"Other, suitable for furniture",15,18,1.5,37.47
8302 49 00,Other,15,18,1.5,37.47
8302 50 00,"Hat-racks, hat-pegs, brackets and similar fixtures",15,18,1.5,37.47
8302 60 00,Automatic door closers,15,18,1.5,37.47
8303 00 00,"ARMOURED OR REINFORCED SAFES, STRONG-BOXES AND DOORS AND SAFE DEPOSIT LOCKERS FOR STRONG-ROOMS, CASH OR DEED BOXES AND THE LIKE, OF BASE METAL",10,18,1,30.98
